age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,GD,GD_proba
49,0,3,1,0,0,1,40,1.0,0,0.7072315
70,3,4,1,5,1,1,8,1.0,0,0.70733297
54,2,3,1,3,1,1,40,0.0,0,0.70729
21,0,3,3,5,1,0,43,0.0,0,0.7077182
31,2,3,1,4,1,1,40,0.0,0,0.70708025
69,1,6,1,1,1,1,48,0.0,0,0.70741034
50,3,6,3,0,1,1,25,0.0,0,0.7073697
52,2,0,2,2,1,0,50,0.0,0,0.7074822
37,2,3,1,0,1,1,50,0.0,0,0.7072868
47,0,7,1,0,1,1,40,1.0,0,0.70747554
25,2,6,3,5,0,0,40,0.0,0,0.7074809
77,0,3,1,5,1,1,6,0.0,0,0.7072574
58,3,3,1,3,1,1,50,0.0,0,0.70728624
54,1,6,1,1,1,0,40,0.0,0,0.7073645
37,3,1,1,5,1,1,80,1.0,0,0.7074243
56,2,3,1,3,1,1,36,1.0,0,0.70730084
57,2,1,1,3,1,1,55,1.0,0,0.70738524
37,2,3,1,5,1,0,40,0.0,0,0.70723784
35,0,1,4,5,1,1,40,1.0,0,0.70744985
27,2,0,3,3,1,0,40,0.0,0,0.70736325
41,1,3,2,1,0,0,32,0.0,0,0.7075625
21,2,7,3,2,0,0,20,0.0,0,0.70741075
42,2,3,3,5,0,0,25,0.0,0,0.70755893
59,2,7,1,3,1,1,40,1.0,0,0.7073925
37,3,7,1,5,1,1,50,1.0,0,0.70744395
17,1,6,3,1,1,0,25,0.0,0,0.70755476
27,2,3,1,0,1,1,70,0.0,0,0.7072691
32,2,7,0,0,0,1,40,0.0,0,0.70728153
25,2,7,1,3,1,1,43,0.0,0,0.7073493
46,2,0,1,0,1,1,40,1.0,0,0.7072663
31,2,6,3,0,1,0,30,0.0,0,0.70738316
20,2,7,3,4,1,0,20,0.0,0,0.70739686
27,2,3,1,0,1,1,40,0.0,0,0.7073029
52,2,3,4,3,1,0,40,0.0,0,0.70751333
58,2,7,1,5,1,1,40,1.0,0,0.70726186
60,3,7,1,5,1,1,50,1.0,0,0.7074694
17,2,6,3,3,1,0,5,0.0,0,0.7077175
28,2,1,3,2,0,1,40,0.0,0,0.70739245
37,0,1,1,2,1,1,55,1.0,0,0.70743024
44,2,3,0,4,1,0,33,0.0,0,0.70731777
44,2,0,0,0,1,1,40,0.0,0,0.7072943
31,0,4,0,5,1,0,50,1.0,0,0.70735985
26,2,0,3,2,1,0,36,0.0,0,0.7074889
20,2,3,3,0,1,1,40,0.0,0,0.7074739
48,2,6,0,0,0,0,40,0.0,0,0.70735395
21,2,3,3,0,1,1,24,0.0,0,0.707466
54,3,0,1,3,1,1,50,1.0,0,0.70742077
34,2,0,1,2,1,1,50,1.0,0,0.7073151
35,2,3,1,0,1,1,30,0.0,0,0.70729285
28,2,7,1,5,1,0,40,0.0,0,0.70727044
27,0,1,3,2,1,1,40,0.0,0,0.7074527
23,2,7,3,4,1,1,40,0.0,0,0.70729333
51,3,5,0,2,1,1,80,1.0,0,0.70740247
63,3,1,1,2,1,1,40,1.0,0,0.7074771
38,1,3,0,1,0,0,40,0.0,0,0.7070339
74,3,2,1,2,1,1,25,1.0,0,0.7073628
21,2,7,3,4,1,0,25,0.0,0,0.7073627
34,2,6,1,0,1,1,40,0.0,0,0.70722276
46,3,2,3,2,1,0,45,0.0,0,0.7074484
17,2,6,3,4,1,1,30,0.0,0,0.7076286
28,2,7,3,4,1,1,40,0.0,0,0.7073433
32,0,0,1,4,1,1,50,0.0,0,0.7074876
53,0,7,1,4,1,1,60,1.0,0,0.70746815
65,0,7,0,5,1,0,40,0.0,0,0.7073111
46,2,5,1,2,1,1,40,1.0,0,0.70733154
44,0,3,0,0,1,1,25,0.0,0,0.70726866
54,0,6,1,4,1,1,40,0.0,0,0.7073982
50,2,7,1,5,1,0,38,1.0,0,0.70724773
37,2,3,1,0,1,1,40,0.0,0,0.7072955
20,1,7,3,1,1,0,25,0.0,0,0.70747155
21,2,3,0,3,0,0,38,0.0,0,0.70740336
23,2,3,0,4,1,0,30,0.0,0,0.70738953
43,2,1,1,0,1,1,48,0.0,0,0.7073698
26,3,0,1,0,1,1,55,0.0,0,0.70737576
29,2,3,1,4,0,1,40,0.0,0,0.7070581
49,0,7,0,2,1,0,20,0.0,0,0.7074119
30,2,3,1,0,1,1,44,0.0,0,0.70729387
45,0,1,2,2,1,0,40,0.0,0,0.7074383
48,2,6,1,0,1,1,40,0.0,0,0.7072051
47,3,6,1,3,1,1,40,0.0,0,0.70733786
47,0,1,1,5,1,1,60,1.0,0,0.7074008
23,2,3,3,5,0,1,40,0.0,0,0.707462
35,2,0,1,4,1,1,40,1.0,0,0.70735824
27,2,7,0,2,1,0,40,0.0,0,0.70734465
38,2,3,3,4,0,0,24,0.0,0,0.707477
67,3,3,1,0,1,1,58,1.0,0,0.70724714
53,3,3,1,3,1,1,40,1.0,0,0.7072683
27,2,3,3,0,0,1,40,0.0,0,0.70746875
31,3,1,3,0,1,1,55,0.0,0,0.7074336
29,2,7,3,3,1,0,40,0.0,0,0.7073933
40,2,3,1,0,1,1,40,0.0,0,0.7072966
40,2,6,1,0,1,1,40,0.0,0,0.7072133
38,2,0,1,0,1,1,48,1.0,0,0.70722574
50,2,3,1,2,1,1,40,0.0,0,0.70728725
28,2,7,0,0,1,1,50,0.0,0,0.707316
29,2,7,3,3,1,1,30,0.0,0,0.7073957
19,2,7,3,5,1,1,20,0.0,0,0.707383
39,2,4,1,2,1,0,18,1.0,0,0.7073403
40,2,2,1,2,1,1,60,1.0,0,0.7072439
51,2,7,1,5,1,0,10,1.0,0,0.70724714
20,1,6,3,1,1,0,30,0.0,0,0.7075321
21,2,3,3,4,1,0,35,0.0,0,0.70774925
17,2,6,3,0,1,1,15,0.0,0,0.7075782
65,2,3,1,0,1,1,16,0.0,0,0.70726305
39,2,1,0,5,1,1,55,0.0,0,0.7073756
34,2,7,1,0,1,1,40,0.0,0,0.70741016
29,2,7,2,0,0,1,42,0.0,0,0.7073387
55,2,1,1,5,0,1,35,0.0,0,0.7072851
47,2,3,1,4,1,1,40,0.0,0,0.7072726
42,3,3,1,0,1,1,40,0.0,0,0.7072386
31,2,3,3,0,1,1,40,0.0,0,0.7073922
30,2,7,1,5,1,0,45,0.0,0,0.70728135
44,3,7,1,5,1,1,80,0.0,0,0.70746166
50,3,6,1,0,1,1,40,0.0,0,0.7072594
49,2,1,3,4,1,1,25,0.0,0,0.7073883
53,2,7,1,3,1,1,60,1.0,0,0.70736665
43,2,6,1,0,1,1,40,0.0,0,0.7072098
48,0,4,3,2,1,0,40,0.0,0,0.7073832
32,2,0,3,3,0,0,46,0.0,0,0.70736575
48,3,3,1,0,1,1,50,0.0,0,0.7072205
19,2,7,3,5,1,1,40,0.0,0,0.7074009
43,2,3,0,5,1,0,40,1.0,0,0.707324
23,2,0,3,5,1,1,40,0.0,0,0.70760053
56,2,3,0,0,1,1,40,0.0,0,0.70729357
22,2,3,3,5,1,0,40,0.0,0,0.7074552
38,2,5,3,5,1,1,40,1.0,0,0.7074254
42,0,4,0,2,1,1,40,0.0,0,0.7073422
24,0,7,3,5,1,1,40,0.0,0,0.70742136
69,2,3,1,5,1,1,36,0.0,0,0.7072871
24,2,7,1,4,0,0,35,0.0,0,0.707337
63,2,3,1,0,1,1,48,0.0,0,0.7072743
61,3,7,1,3,1,1,35,1.0,0,0.7074884
39,2,6,0,4,0,0,40,0.0,0,0.70736825
22,2,6,1,0,1,1,48,0.0,0,0.70723504
27,2,3,3,5,1,0,40,0.0,0,0.7075083
48,2,3,3,0,1,1,40,0.0,0,0.7073432
20,2,3,3,0,1,1,30,0.0,0,0.7074508
28,2,1,3,3,1,1,65,0.0,0,0.70749927
24,2,7,3,0,1,1,40,0.0,0,0.7074379
66,3,3,4,0,1,1,20,0.0,0,0.7074496
34,2,0,3,3,1,1,50,0.0,0,0.7073584
52,1,4,1,1,1,0,40,1.0,0,0.7075522
41,2,3,1,4,1,1,40,0.0,0,0.70723176
64,1,6,0,1,1,1,40,0.0,0,0.707178
33,2,3,0,0,1,1,45,0.0,0,0.7072672
73,3,6,1,0,1,1,99,1.0,0,0.7072755
39,2,1,1,5,1,1,50,1.0,0,0.70732886
52,2,7,1,4,1,1,40,0.0,0,0.7072893
24,2,6,3,0,1,1,39,0.0,0,0.70733666
36,2,7,0,5,1,1,45,0.0,0,0.7073569
17,2,6,3,4,1,1,20,0.0,0,0.7076333
29,2,1,1,3,1,1,40,1.0,0,0.70735323
20,2,7,3,3,0,0,14,0.0,0,0.70736974
43,3,3,3,0,1,1,35,0.0,0,0.7073908
24,0,7,3,4,1,0,40,0.0,0,0.7073723
61,2,1,1,2,1,1,40,0.0,0,0.7073721
20,1,7,3,1,1,0,10,0.0,0,0.70742947
35,2,3,0,5,1,0,40,0.0,0,0.70730597
43,0,3,0,4,0,0,40,0.0,0,0.70738477
27,2,1,3,2,0,1,40,1.0,0,0.707399
47,0,7,0,5,1,1,56,1.0,0,0.70731264
54,2,2,1,2,1,1,45,1.0,0,0.7073135
90,0,0,1,5,0,1,20,0.0,0,0.70734316
46,2,4,1,4,1,1,40,1.0,0,0.7073486
40,2,1,4,5,1,0,40,0.0,0,0.70743424
30,2,6,3,0,1,1,40,0.0,0,0.7073514
48,2,3,4,5,1,0,40,0.0,0,0.7073678
30,2,4,1,5,1,1,45,1.0,0,0.7073214
31,2,3,3,4,1,1,40,0.0,0,0.7076868
22,2,3,3,5,1,1,20,0.0,0,0.70742327
40,2,3,1,0,1,1,40,0.0,0,0.7072966
47,2,7,0,5,1,1,40,0.0,0,0.7073302
49,2,1,1,2,1,0,20,1.0,0,0.70739406
18,2,3,3,4,1,1,25,0.0,0,0.7077
42,3,1,1,0,1,1,60,1.0,0,0.7074531
45,0,3,0,5,1,0,38,1.0,0,0.70733917
53,3,1,1,2,1,1,50,0.0,0,0.7074684
43,0,7,2,0,0,1,40,0.0,0,0.70742124
25,1,7,3,1,0,1,40,0.0,0,0.70741105
33,0,7,2,5,0,1,35,0.0,0,0.7072621
59,2,4,1,0,0,0,35,0.0,0,0.70731217
68,1,6,4,1,1,0,15,0.0,0,0.70731246
57,3,3,1,0,1,1,30,0.0,0,0.70727164
40,2,7,0,5,1,0,40,0.0,0,0.707346
61,2,0,1,5,1,1,42,0.0,0,0.70734394
17,2,6,3,4,0,1,20,0.0,0,0.7076333
32,1,6,3,1,0,0,40,0.0,0,0.70742357
34,2,1,1,4,0,1,30,0.0,0,0.7073535
46,0,0,0,0,0,0,60,0.0,0,0.70728606
57,2,2,1,4,1,1,40,1.0,0,0.7073342
30,2,3,3,0,1,1,50,0.0,0,0.70738184
27,2,1,3,2,1,0,40,0.0,0,0.707399
39,2,7,0,2,1,0,45,1.0,0,0.70735073
19,1,7,3,1,1,0,35,0.0,0,0.7075461
53,0,3,4,4,1,0,30,0.0,0,0.70739454
24,2,3,3,0,1,1,40,0.0,0,0.7075275
54,2,6,1,4,0,0,30,0.0,0,0.7073707
46,2,3,1,0,1,1,40,1.0,0,0.70729464
28,0,1,3,2,1,1,50,0.0,0,0.70748484
65,2,3,4,5,1,0,36,0.0,0,0.7072611
76,2,3,1,3,1,1,24,0.0,0,0.7072832
24,2,7,1,3,1,1,40,0.0,0,0.70735055
39,2,3,0,5,1,0,45,0.0,0,0.7073148
49,2,3,0,5,1,0,35,0.0,0,0.70731276
46,3,0,0,5,0,0,63,0.0,0,0.70732814
55,0,7,1,5,1,0,37,0.0,0,0.7073707
21,2,7,3,0,1,0,40,0.0,0,0.7074455
29,1,3,3,1,1,1,40,0.0,0,0.7077973
56,2,6,3,0,1,1,40,0.0,0,0.7073833
71,1,3,4,1,1,0,40,0.0,0,0.70727694
36,2,3,3,5,0,0,40,0.0,0,0.7075273
22,2,3,3,5,0,1,40,0.0,0,0.7074552
61,2,4,1,2,1,1,40,1.0,0,0.70731324
56,2,6,3,5,1,1,40,0.0,0,0.7073432
80,1,3,1,1,1,1,8,0.0,0,0.70745844
61,2,5,1,5,1,1,20,0.0,0,0.70724136
24,2,1,3,2,0,0,35,0.0,0,0.70740515
31,2,3,3,0,1,1,40,0.0,0,0.7073922
22,2,1,3,5,1,0,40,0.0,0,0.70745105
46,2,3,1,3,1,1,40,0.0,0,0.70730096
25,3,3,1,0,1,1,30,0.0,0,0.70723987
43,2,3,1,4,1,1,60,0.0,0,0.7072751
25,2,3,2,4,0,1,40,0.0,0,0.7076649
41,2,2,1,2,1,1,50,1.0,0,0.7072892
42,3,0,0,0,0,1,35,0.0,0,0.70725805
44,0,7,1,4,1,1,40,0.0,0,0.7074181
27,2,1,3,2,1,0,36,0.0,0,0.7073883
38,2,1,3,3,1,1,45,1.0,0,0.70738715
30,2,1,3,3,1,0,30,0.0,0,0.70740724
27,2,3,0,4,1,0,40,0.0,0,0.70743334
20,2,6,3,3,1,0,55,0.0,0,0.70756274
46,2,3,0,4,1,0,30,0.0,0,0.70726544
46,2,3,1,0,1,1,44,1.0,0,0.7072887
50,0,4,0,2,1,0,65,0.0,0,0.7074131
50,2,3,3,0,1,1,40,0.0,0,0.70728844
18,1,3,3,1,1,0,60,0.0,0,0.7072731
61,2,3,1,0,1,1,40,0.0,0,0.7072889
45,0,4,1,2,1,1,40,1.0,0,0.70742446
29,2,1,3,5,0,0,40,0.0,0,0.7073934
39,2,2,3,2,1,1,45,0.0,0,0.70719254
31,2,1,1,2,1,1,35,0.0,0,0.70737183
30,2,4,1,2,1,1,38,0.0,0,0.70732397
50,3,2,1,2,1,1,40,0.0,0,0.70737803
22,2,3,3,0,1,1,40,0.0,0,0.7075159
27,2,7,1,0,1,1,48,0.0,0,0.7073939
21,2,7,3,3,1,0,25,0.0,0,0.70740044
45,3,1,3,3,1,1,45,1.0,0,0.7074654
66,2,3,2,0,0,1,40,0.0,0,0.70738757
61,3,1,1,5,1,1,50,1.0,0,0.70742166
21,2,0,3,4,1,0,36,0.0,0,0.7075234
69,0,6,1,0,1,1,25,0.0,0,0.70724124
51,2,7,0,5,1,0,40,1.0,0,0.70731765
18,2,3,3,5,1,0,40,0.0,0,0.7075427
20,2,7,3,4,0,1,30,0.0,0,0.70741075
38,2,1,1,5,1,1,45,1.0,0,0.7073276
28,2,3,3,4,1,1,20,0.0,0,0.7076376
51,2,3,1,0,1,1,40,1.0,0,0.7072912
34,2,3,1,3,1,1,50,0.0,0,0.7072796
51,2,2,1,5,1,1,84,1.0,0,0.70727605
41,3,6,1,3,1,0,70,0.0,0,0.70731837
35,2,6,1,3,1,1,65,0.0,0,0.7072514
33,2,6,0,0,0,0,40,0.0,0,0.70733625
25,2,7,3,5,1,1,30,0.0,0,0.707387
28,2,1,3,5,1,0,30,0.0,0,0.7073883
28,2,6,0,4,1,0,40,0.0,0,0.7074166
37,2,6,1,3,0,0,33,0.0,0,0.70728534
50,2,3,1,5,1,1,50,1.0,0,0.70726234
25,2,6,1,4,1,0,40,0.0,0,0.70729536
44,0,7,0,5,1,1,50,0.0,0,0.70730513
32,2,1,3,5,1,0,48,0.0,0,0.70739543
34,2,5,3,4,0,1,40,1.0,0,0.7073269
41,2,1,1,2,0,0,35,1.0,0,0.7073757
38,2,3,0,0,1,1,40,0.0,0,0.70725995
35,2,3,0,4,1,0,30,0.0,0,0.707426
30,3,3,1,0,1,1,60,0.0,0,0.7072327
27,2,0,3,4,0,0,35,0.0,0,0.7074464
22,1,7,3,1,0,1,40,0.0,0,0.7074113
42,0,2,1,5,1,1,43,1.0,0,0.70725554
49,0,3,0,5,1,0,10,0.0,0,0.70718247
36,2,6,1,0,1,1,40,0.0,0,0.7072191
23,2,7,2,0,1,1,40,0.0,0,0.707324
34,2,7,1,0,1,1,40,0.0,0,0.70741016
35,2,4,1,5,0,1,65,1.0,0,0.7073071
44,0,0,1,2,1,1,48,0.0,0,0.7072907
34,3,3,1,0,1,1,50,0.0,0,0.7072366
32,2,3,2,5,1,0,40,0.0,0,0.7076342
51,2,3,0,3,1,1,45,0.0,0,0.7072203
34,2,0,2,4,1,0,40,0.0,0,0.70758045
38,0,3,0,4,1,0,20,0.0,0,0.7074696
25,2,3,3,0,1,1,28,0.0,0,0.707511
23,1,7,3,1,1,1,40,0.0,0,0.70740527
33,0,1,3,5,1,0,40,0.0,0,0.70741534
32,2,6,0,4,1,0,40,0.0,0,0.7073475
26,2,1,3,2,1,1,38,0.0,0,0.7073921
45,3,1,1,0,1,1,60,1.0,0,0.70745164
33,0,6,1,4,1,1,40,0.0,0,0.7074015
40,2,1,2,3,1,1,40,0.0,0,0.7074519
39,2,7,0,4,1,0,20,0.0,0,0.70741564
50,2,3,0,0,0,0,40,0.0,0,0.707279
53,0,1,0,2,1,0,57,0.0,0,0.70747316
45,2,3,1,0,1,1,45,1.0,0,0.707288
58,2,1,0,0,1,0,20,0.0,0,0.7072955
58,2,3,1,3,1,1,40,0.0,0,0.70728564
18,2,6,3,4,0,1,20,0.0,0,0.70743465
31,2,3,3,4,1,0,40,0.0,0,0.7076868
42,2,2,3,2,1,1,36,1.0,0,0.7072797
49,2,3,0,5,1,1,40,0.0,0,0.7073569
32,2,3,3,0,1,1,40,0.0,0,0.70739347
35,2,7,0,4,0,0,40,0.0,0,0.70743626
41,2,6,1,0,1,1,40,0.0,0,0.7072121
37,3,7,1,5,1,1,60,1.0,0,0.7074485
68,2,7,4,4,1,0,20,0.0,0,0.70741075
29,3,7,1,0,1,1,55,0.0,0,0.70744586
19,2,3,3,0,1,1,40,0.0,0,0.7074601
41,0,1,3,4,0,1,40,0.0,0,0.70749635
29,2,0,0,3,1,0,40,0.0,0,0.7073752
27,2,1,1,4,1,1,40,0.0,0,0.70737064
32,2,7,1,5,1,1,40,0.0,0,0.7072658
18,2,3,3,0,1,0,20,0.0,0,0.7074571
60,2,3,4,0,1,0,40,0.0,0,0.7073445
39,2,5,1,2,0,1,67,1.0,0,0.7073345
21,2,6,3,4,1,0,35,0.0,0,0.70754474
51,2,3,1,0,1,1,60,0.0,0,0.70726657
30,2,3,1,5,1,1,40,0.0,0,0.70723575
53,2,3,3,0,0,0,40,0.0,0,0.70724404
37,2,3,0,4,0,0,30,0.0,0,0.70746464
43,2,7,0,4,1,0,50,0.0,0,0.70744056
28,2,6,3,0,1,1,35,0.0,0,0.707368
59,0,6,1,0,1,1,40,0.0,0,0.7072228
29,2,0,0,4,1,0,45,0.0,0,0.7074692
76,1,6,4,1,1,0,40,0.0,0,0.7074046
34,2,1,1,2,1,1,60,1.0,0,0.70738137
30,2,6,1,0,1,1,40,0.0,0,0.70723236
47,2,3,0,2,0,0,40,0.0,0,0.70724344
48,2,1,1,0,1,1,55,0.0,0,0.70737636
50,3,1,1,0,1,1,50,0.0,0,0.70745283
75,3,3,0,3,1,1,15,0.0,0,0.70742995
21,2,3,3,3,1,0,40,0.0,0,0.7077052
61,3,6,1,0,1,1,30,0.0,0,0.7072682
35,2,3,1,4,1,0,40,1.0,0,0.70715386
33,2,3,1,0,1,1,40,0.0,0,0.7072967
27,2,0,1,0,1,1,45,1.0,0,0.7072403
36,3,3,1,0,1,1,60,1.0,0,0.70722246
19,2,6,0,3,1,0,20,0.0,0,0.7072203
18,2,6,3,3,1,0,20,0.0,0,0.7075673
50,2,1,3,3,1,0,32,0.0,0,0.7073959
43,2,1,1,3,1,1,55,0.0,0,0.7073708
54,2,1,1,5,1,1,40,1.0,0,0.7072994
34,0,7,0,5,1,0,35,0.0,0,0.7072969
54,2,7,0,4,1,0,47,0.0,0,0.70741385
49,2,3,3,5,1,0,44,0.0,0,0.70754105
47,2,2,1,2,1,1,40,1.0,0,0.7073294
25,2,7,3,5,1,1,40,0.0,0,0.7073927
50,0,3,1,5,1,1,42,1.0,0,0.7073091
28,2,1,1,5,1,0,50,1.0,0,0.70734084
31,2,3,1,0,1,1,40,0.0,0,0.7072987
54,2,7,0,0,1,1,40,0.0,0,0.70729434
39,2,7,1,5,1,1,40,1.0,0,0.70726097
57,3,1,1,5,1,1,20,0.0,0,0.7073629
26,2,7,3,0,1,1,40,0.0,0,0.7074329
30,2,3,3,5,1,1,60,0.0,0,0.7075665
57,2,3,1,3,1,1,40,0.0,0,0.707287
39,2,5,1,0,1,1,40,1.0,0,0.70734143
33,2,3,0,4,1,0,40,0.0,0,0.7074456
22,2,3,1,0,1,1,40,0.0,0,0.70730776
61,2,6,4,0,1,0,40,0.0,0,0.707355
35,2,1,3,5,1,1,40,0.0,0,0.70738673
46,3,7,1,3,1,1,60,1.0,0,0.70747447
20,2,3,1,3,0,1,32,0.0,0,0.7070774
23,2,3,3,3,1,1,40,0.0,0,0.70765287
46,0,7,1,4,1,1,70,1.0,0,0.7074551
54,3,1,1,3,1,1,70,1.0,0,0.7074708
29,2,3,3,4,1,1,30,0.0,0,0.70764786
36,0,7,1,4,1,1,42,1.0,0,0.7074178
17,2,6,3,4,1,1,40,0.0,0,0.70763046
46,2,3,4,5,1,0,43,0.0,0,0.7073939
46,2,1,0,2,1,1,45,1.0,0,0.7073418
34,2,3,3,0,1,1,40,0.0,0,0.7073812
29,2,1,3,2,1,1,50,0.0,0,0.70743304
59,1,1,1,1,1,1,40,0.0,0,0.7075527
30,2,7,0,0,1,1,30,0.0,0,0.7072974
57,0,3,2,5,0,0,35,0.0,0,0.7075174
28,0,3,1,4,1,1,40,0.0,0,0.70706654
35,3,4,1,2,0,1,40,1.0,0,0.7074758
37,2,3,0,0,1,1,40,0.0,0,0.70725876
38,1,3,1,1,1,0,35,0.0,0,0.70746297
57,2,3,1,0,0,1,40,1.0,0,0.7072929
20,2,3,3,5,1,0,40,0.0,0,0.70747566
23,2,3,3,0,1,1,40,0.0,0,0.70752615
23,2,7,3,2,1,1,45,0.0,0,0.7074137
59,3,7,1,3,1,0,80,1.0,0,0.7074886
28,2,3,3,4,0,0,40,0.0,0,0.70772135
38,2,1,1,0,1,1,45,0.0,0,0.7073656
63,2,3,0,4,1,0,40,0.0,0,0.7072916
25,2,1,3,5,0,1,50,0.0,0,0.70746696
41,2,6,1,0,0,1,40,0.0,0,0.7072121
52,2,1,1,2,1,1,40,1.0,0,0.70737356
40,2,3,0,0,1,1,45,0.0,0,0.70727134
31,2,3,2,0,0,1,40,0.0,0,0.7073643
28,2,7,1,0,1,1,40,1.0,0,0.7074028
39,0,7,1,5,1,1,40,0.0,0,0.70737565
48,3,7,1,0,0,1,40,1.0,0,0.70746934
29,2,7,1,5,1,0,40,1.0,0,0.7072685
30,2,7,1,3,1,0,40,0.0,0,0.70735407
34,2,3,0,5,1,0,40,0.0,0,0.7072896
55,3,4,1,5,1,1,60,0.0,0,0.7073815
34,2,1,3,4,1,0,35,0.0,0,0.70738196
21,1,7,3,1,1,1,40,0.0,0,0.70742995
23,2,3,3,0,0,1,40,0.0,0,0.70752615
22,2,7,3,5,0,0,35,0.0,0,0.7073926
57,2,6,1,0,1,1,40,0.0,0,0.70720154
29,2,1,1,5,1,1,40,0.0,0,0.70732605
36,2,3,1,0,1,1,50,1.0,0,0.70728785
23,2,1,3,5,1,1,40,0.0,0,0.70743954
24,3,6,1,0,1,1,40,0.0,0,0.7072491
34,3,5,1,2,1,1,55,1.0,0,0.7074686
51,2,3,1,5,1,0,40,1.0,0,0.7072523
39,2,7,0,3,1,0,40,0.0,0,0.70735604
27,2,3,1,0,1,1,55,0.0,0,0.70728654
28,0,4,1,5,1,0,40,0.0,0,0.70736253
23,2,6,1,5,1,1,55,0.0,0,0.70733845
75,2,6,4,4,1,0,70,0.0,0,0.70742273
26,2,3,3,5,0,1,80,1.0,0,0.7075294
54,2,1,1,3,1,1,40,1.0,0,0.70737004
45,0,3,0,5,1,0,35,0.0,0,0.70734566
53,2,3,1,0,1,1,45,0.0,0,0.70728487
24,2,0,3,5,1,1,30,1.0,0,0.70762104
22,2,3,3,0,0,1,40,0.0,0,0.7075159
44,2,7,1,3,1,1,50,0.0,0,0.70736694
51,2,3,0,5,1,0,24,1.0,0,0.7072535
36,2,3,3,4,1,0,40,0.0,0,0.70761627
28,2,0,3,0,1,1,60,0.0,0,0.70743114
39,2,3,3,5,1,1,40,0.0,0,0.70755243
30,0,4,1,2,1,1,45,0.0,0,0.70742023
20,2,7,3,5,1,0,15,0.0,0,0.70737696
46,2,0,0,4,0,0,40,0.0,0,0.7074337
44,2,1,1,2,1,1,40,1.0,0,0.70737404
66,1,7,1,1,1,1,50,0.0,0,0.70753616
63,1,3,1,1,1,1,14,0.0,0,0.70746946
30,2,3,2,0,1,1,44,0.0,0,0.70734334
50,2,1,1,5,1,1,50,1.0,0,0.70732087
59,3,6,1,5,1,0,36,0.0,0,0.7073492
43,2,7,0,0,1,1,40,0.0,0,0.707286
51,2,3,1,5,1,0,40,0.0,0,0.7072523
44,2,6,3,0,1,0,40,0.0,0,0.7074054
38,3,4,1,0,1,1,70,0.0,0,0.7074409
41,3,5,1,2,1,1,50,1.0,0,0.7074664
38,2,7,2,4,1,0,40,0.0,0,0.7074692
37,2,3,1,0,1,1,40,0.0,0,0.7072955
41,0,0,3,5,1,1,40,0.0,0,0.707372
41,2,7,1,5,1,0,40,1.0,0,0.7072604
49,2,3,0,0,1,1,50,0.0,0,0.7072932
29,2,0,3,5,0,0,40,0.0,0,0.70754766
29,2,3,1,0,1,1,40,0.0,0,0.7073006
51,2,4,3,2,1,1,40,1.0,0,0.70746523
63,2,6,1,0,1,1,16,0.0,0,0.70724356
22,2,7,3,0,1,0,35,0.0,0,0.70744425
49,3,7,1,0,1,1,50,1.0,0,0.70747876
35,3,3,1,5,1,1,60,0.0,0,0.7073513
22,0,7,3,5,1,0,55,0.0,0,0.7074909
19,2,3,3,5,1,1,40,0.0,0,0.70749736
48,3,1,1,5,1,1,40,1.0,0,0.7073759
44,2,1,1,3,1,1,50,1.0,0,0.7073679
19,2,3,3,3,1,0,25,0.0,0,0.7077058
21,2,3,1,0,1,0,40,0.0,0,0.70730746
46,0,1,3,2,1,1,45,1.0,0,0.7074511
62,3,7,1,0,1,1,80,0.0,0,0.70748484
19,2,3,3,0,1,1,40,0.0,0,0.7074601
59,2,3,0,4,1,0,40,0.0,0,0.7072913
52,2,4,0,2,1,0,40,1.0,0,0.70731723
38,2,7,1,5,1,0,38,1.0,0,0.7072513
26,2,7,1,0,0,1,40,0.0,0,0.70739883
40,2,6,1,0,1,1,40,0.0,0,0.7072133
43,2,4,4,5,1,1,40,1.0,0,0.7074386
28,2,1,3,4,0,1,30,0.0,0,0.7073457
48,2,1,1,5,1,1,45,0.0,0,0.70731765
47,2,3,1,0,0,1,60,0.0,0,0.7072726
37,2,3,1,5,1,1,45,1.0,0,0.70723474
39,2,4,0,5,0,0,60,1.0,0,0.70741475
49,3,7,0,5,1,1,50,0.0,0,0.7073034
56,1,0,1,1,1,1,20,0.0,0,0.707539
43,0,3,0,4,1,0,40,0.0,0,0.70738477
43,3,7,1,3,1,1,55,1.0,0,0.70747024
31,2,7,0,3,1,0,35,0.0,0,0.7073223
37,2,0,1,2,1,0,13,1.0,0,0.7073071
45,2,6,1,5,0,1,40,1.0,0,0.70737576
47,2,1,1,0,1,1,50,1.0,0,0.70737416
65,0,3,1,4,1,1,8,0.0,0,0.7072974
53,2,7,1,4,1,1,40,0.0,0,0.70728904
63,3,0,1,4,1,1,45,0.0,0,0.7074763
61,0,1,1,5,1,0,40,0.0,0,0.70739126
36,2,3,1,5,1,1,40,0.0,0,0.7072377
39,2,7,0,4,1,0,55,0.0,0,0.7074619
21,2,3,3,0,1,1,38,0.0,0,0.70748043
38,2,7,3,2,1,1,45,0.0,0,0.7074683
61,3,1,2,3,1,0,30,0.0,0,0.7073326
26,3,0,3,4,1,0,35,0.0,0,0.70770085
44,2,6,3,3,0,0,35,0.0,0,0.7071861
52,0,4,3,2,1,0,40,0.0,0,0.7074206
