age,workclass,education,marital_status,occupation,race,gender,hours_per_week,income,GD,GD_proba
37,2,7,0,3,0,1,40,0.0,0,0.58301187
36,0,0,3,4,0,0,60,1.0,0,0.58443016
38,2,1,1,2,1,1,50,1.0,0,0.5837187
64,3,3,1,3,1,1,15,1.0,0,0.5839144
24,2,0,3,4,1,0,35,0.0,0,0.5854682
27,3,7,1,5,1,1,30,0.0,0,0.5843494
20,1,3,3,1,0,1,43,0.0,0,0.5848496
43,2,4,3,5,1,0,45,0.0,0,0.5842044
54,2,7,1,0,1,1,40,1.0,0,0.58428925
24,2,6,3,0,1,1,55,0.0,0,0.58481324
41,1,3,0,1,0,0,28,0.0,0,0.5850255
76,3,7,4,3,1,1,8,0.0,0,0.58532155
56,2,3,3,0,1,1,40,0.0,0,0.58394724
60,0,7,1,4,1,1,40,0.0,0,0.58430815
41,2,1,1,2,1,1,40,0.0,0,0.5839572
42,3,1,1,5,1,1,60,1.0,0,0.5833968
35,2,3,1,0,1,1,60,0.0,0,0.58431894
38,2,0,1,0,1,1,40,1.0,0,0.5832358
62,2,1,1,0,1,1,40,0.0,0,0.5841979
28,0,2,0,2,1,0,40,0.0,0,0.5857614
42,3,4,1,2,1,1,65,0.0,0,0.58369356
75,3,5,1,2,1,1,35,0.0,0,0.586113
41,2,4,1,5,1,1,50,1.0,0,0.58403826
63,1,1,4,1,1,0,40,1.0,0,0.5855833
21,2,7,3,0,1,1,40,0.0,0,0.5872472
29,2,0,1,4,1,1,40,0.0,0,0.5840436
25,2,7,0,4,1,0,40,0.0,0,0.5835582
59,2,4,4,5,1,0,40,1.0,0,0.5844352
49,2,5,1,2,1,1,48,0.0,0,0.5883295
33,0,0,0,4,1,1,40,0.0,0,0.5843283
18,2,6,3,4,1,0,20,0.0,0,0.58519906
38,3,4,1,5,1,1,70,1.0,0,0.5843371
29,2,1,1,3,1,1,40,0.0,0,0.5839242
30,2,1,3,5,1,0,45,0.0,0,0.5839805
35,3,7,3,0,1,1,40,0.0,0,0.58364457
34,2,7,3,3,1,1,35,0.0,0,0.58311474
22,2,7,3,3,1,0,15,0.0,0,0.58434594
26,2,0,2,5,1,0,35,0.0,0,0.5837372
43,2,7,1,5,1,1,55,1.0,0,0.58337617
30,2,1,1,5,1,1,70,0.0,0,0.5842142
33,2,7,1,0,1,1,40,0.0,0,0.5843199
26,0,3,1,5,0,1,40,0.0,0,0.5831872
25,2,6,3,0,1,1,40,0.0,0,0.5850308
18,2,3,3,0,1,1,40,0.0,0,0.58539635
60,0,7,1,5,1,0,35,0.0,0,0.58404344
36,2,4,3,5,1,1,50,1.0,0,0.58413017
33,0,3,3,4,0,1,40,0.0,0,0.5838098
24,1,3,1,1,1,0,40,0.0,0,0.58416337
21,2,7,3,5,1,1,40,0.0,0,0.58462477
42,0,1,1,5,1,1,48,1.0,0,0.58370215
37,3,7,1,5,1,1,60,0.0,0,0.58546793
30,0,1,1,2,1,1,40,1.0,0,0.5841794
26,2,3,2,5,1,0,40,0.0,0,0.58504057
36,2,5,1,2,1,1,55,1.0,0,0.5882595
53,3,7,4,5,1,1,40,1.0,0,0.58495486
23,0,3,3,1,1,1,8,0.0,0,0.5844942
33,2,1,1,5,0,0,30,0.0,0,0.58339375
43,2,3,0,0,1,0,40,0.0,0,0.5838171
56,3,7,1,2,0,1,50,0.0,0,0.5843133
42,2,4,3,5,1,0,40,0.0,0,0.58443636
50,2,3,1,0,1,1,40,0.0,0,0.58403456
31,2,2,3,2,1,0,28,0.0,0,0.5836587
39,2,4,1,5,0,1,40,1.0,0,0.58399296
54,2,0,1,0,0,1,40,0.0,0,0.583429
24,2,1,3,2,1,1,40,0.0,0,0.584896
34,2,1,3,3,1,1,40,0.0,0,0.584091
27,0,4,3,2,1,0,50,0.0,0,0.58377844
56,3,7,1,3,1,1,45,0.0,0,0.5849242
21,2,7,3,5,1,1,35,0.0,0,0.58482236
20,2,7,3,5,1,0,40,0.0,0,0.58461654
40,2,1,0,3,1,1,40,1.0,0,0.58364546
37,2,0,1,4,1,0,25,0.0,0,0.58414036
26,2,7,1,5,1,1,42,0.0,0,0.5836369
20,2,6,3,0,1,0,60,0.0,0,0.58351505
22,2,6,3,0,1,0,40,0.0,0,0.58465016
29,1,3,1,1,1,1,40,0.0,0,0.58403474
29,2,3,0,0,1,1,40,0.0,0,0.58376026
31,2,3,3,0,0,0,35,0.0,0,0.5846626
34,2,1,1,3,1,1,60,1.0,0,0.5846232
38,2,6,1,0,1,1,36,0.0,0,0.5831823
42,2,0,1,2,1,1,50,0.0,0,0.5831899
40,3,0,3,2,0,0,2,0.0,0,0.58417225
29,2,3,1,0,1,1,40,0.0,0,0.5840034
84,2,6,1,2,0,1,10,0.0,0,0.5835396
36,2,7,1,0,1,1,56,1.0,0,0.58401924
27,0,1,3,4,1,0,35,0.0,0,0.58452153
48,1,0,0,1,1,0,40,1.0,0,0.58390963
68,3,7,1,3,1,1,40,1.0,0,0.5848894
31,3,3,1,0,1,1,45,0.0,0,0.58346516
46,0,6,4,5,1,0,40,0.0,0,0.5844746
47,3,4,1,5,1,1,50,1.0,0,0.5843238
65,3,1,1,5,1,1,65,1.0,0,0.5832413
37,2,1,3,2,1,1,45,1.0,0,0.5844973
49,0,3,1,0,0,1,40,1.0,0,0.5839683
70,3,4,1,5,1,1,8,1.0,0,0.5833662
54,2,3,1,3,1,1,40,0.0,0,0.58392555
21,0,3,3,5,1,0,43,0.0,0,0.5840199
31,2,3,1,4,1,1,40,0.0,0,0.58375645
69,1,6,1,1,1,1,48,0.0,0,0.58413917
50,3,6,3,0,1,1,25,0.0,0,0.5828597
52,2,0,2,2,1,0,50,0.0,0,0.58426404
37,2,3,1,0,1,1,50,0.0,0,0.58422923
47,0,7,1,0,1,1,40,1.0,0,0.58354956
25,2,6,3,5,0,0,40,0.0,0,0.5847439
77,0,3,1,5,1,1,6,0.0,0,0.5831755
58,3,3,1,3,1,1,50,0.0,0,0.5843131
54,1,6,1,1,1,0,40,0.0,0,0.5840306
37,3,1,1,5,1,1,80,1.0,0,0.58332443
56,2,3,1,3,1,1,36,1.0,0,0.5841274
57,2,1,1,3,1,1,55,1.0,0,0.58427316
37,2,3,1,5,1,0,40,0.0,0,0.5848389
35,0,1,4,5,1,1,40,1.0,0,0.58410114
27,2,0,3,3,1,0,40,0.0,0,0.5843418
41,1,3,2,1,0,0,32,0.0,0,0.5852947
21,2,7,3,2,0,0,20,0.0,0,0.5832613
42,2,3,3,5,0,0,25,0.0,0,0.5859112
59,2,7,1,3,1,1,40,1.0,0,0.58279145
37,3,7,1,5,1,1,50,1.0,0,0.58527625
17,1,6,3,1,1,0,25,0.0,0,0.5862715
27,2,3,1,0,1,1,70,0.0,0,0.5843492
32,2,7,0,0,0,1,40,0.0,0,0.58424896
25,2,7,1,3,1,1,43,0.0,0,0.58330417
46,2,0,1,0,1,1,40,1.0,0,0.58337724
31,2,6,3,0,1,0,30,0.0,0,0.5845277
20,2,7,3,4,1,0,20,0.0,0,0.5832018
27,2,3,1,0,1,1,40,0.0,0,0.5839767
52,2,3,4,3,1,0,40,0.0,0,0.58478385
58,2,7,1,5,1,1,40,1.0,0,0.58345157
60,3,7,1,5,1,1,50,1.0,0,0.5851207
17,2,6,3,3,1,0,5,0.0,0,0.5861098
28,2,1,3,2,0,1,40,0.0,0,0.58483285
37,0,1,1,2,1,1,55,1.0,0,0.5842332
44,2,3,0,4,1,0,33,0.0,0,0.58396184
44,2,0,0,0,1,1,40,0.0,0,0.58343595
31,0,4,0,5,1,0,50,1.0,0,0.5837798
26,2,0,3,2,1,0,36,0.0,0,0.5843144
20,2,3,3,0,1,1,40,0.0,0,0.58532697
48,2,6,0,0,0,0,40,0.0,0,0.58354545
21,2,3,3,0,1,1,24,0.0,0,0.5855469
54,3,0,1,3,1,1,50,1.0,0,0.5842511
34,2,0,1,2,1,1,50,1.0,0,0.5831251
35,2,3,1,0,1,1,30,0.0,0,0.58385104
28,2,7,1,5,1,0,40,0.0,0,0.58401346
27,0,1,3,2,1,1,40,0.0,0,0.5845308
23,2,7,3,4,1,1,40,0.0,0,0.5830573
51,3,5,0,2,1,1,80,1.0,0,0.5856494
63,3,1,1,2,1,1,40,1.0,0,0.5839758
38,1,3,0,1,0,0,40,0.0,0,0.58418435
74,3,2,1,2,1,1,25,1.0,0,0.5855382
21,2,7,3,4,1,0,25,0.0,0,0.5832056
34,2,6,1,0,1,1,40,0.0,0,0.5834668
46,3,2,3,2,1,0,45,0.0,0,0.5855848
17,2,6,3,4,1,1,30,0.0,0,0.58732784
28,2,7,3,4,1,1,40,0.0,0,0.58313304
32,0,0,1,4,1,1,50,0.0,0,0.58393496
53,0,7,1,4,1,1,60,1.0,0,0.5848391
65,0,7,0,5,1,0,40,0.0,0,0.584121
46,2,5,1,2,1,1,40,1.0,0,0.58797175
44,0,3,0,0,1,1,25,0.0,0,0.5842563
54,0,6,1,4,1,1,40,0.0,0,0.58393884
50,2,7,1,5,1,0,38,1.0,0,0.5839049
37,2,3,1,0,1,1,40,0.0,0,0.5840533
20,1,7,3,1,1,0,25,0.0,0,0.5878439
21,2,3,0,3,0,0,38,0.0,0,0.5850169
23,2,3,0,4,1,0,30,0.0,0,0.5842616
43,2,1,1,0,1,1,48,0.0,0,0.58392906
26,3,0,1,0,1,1,55,0.0,0,0.58424234
29,2,3,1,4,0,1,40,0.0,0,0.5837565
49,0,7,0,2,1,0,20,0.0,0,0.5838052
30,2,3,1,0,1,1,44,0.0,0,0.5841763
45,0,1,2,2,1,0,40,0.0,0,0.58417076
48,2,6,1,0,1,1,40,0.0,0,0.58289295
47,3,6,1,3,1,1,40,0.0,0,0.5846887
47,0,1,1,5,1,1,60,1.0,0,0.5837864
23,2,3,3,5,0,1,40,0.0,0,0.5845914
35,2,0,1,4,1,1,40,1.0,0,0.58401036
27,2,7,0,2,1,0,40,0.0,0,0.5833977
38,2,3,3,4,0,0,24,0.0,0,0.5841572
67,3,3,1,0,1,1,58,1.0,0,0.58318853
53,3,3,1,3,1,1,40,1.0,0,0.58435786
27,2,3,3,0,0,1,40,0.0,0,0.58457994
31,3,1,3,0,1,1,55,0.0,0,0.5837782
29,2,7,3,3,1,0,40,0.0,0,0.58327174
40,2,3,1,0,1,1,40,0.0,0,0.5840597
40,2,6,1,0,1,1,40,0.0,0,0.5831719
38,2,0,1,0,1,1,48,1.0,0,0.58296865
50,2,3,1,2,1,1,40,0.0,0,0.58386266
28,2,7,0,0,1,1,50,0.0,0,0.58416516
29,2,7,3,3,1,1,30,0.0,0,0.58302045
19,2,7,3,5,1,1,20,0.0,0,0.58445555
39,2,4,1,2,1,0,18,1.0,0,0.5844303
40,2,2,1,2,1,1,60,1.0,0,0.5853627
51,2,7,1,5,1,0,10,1.0,0,0.58430415
20,1,6,3,1,1,0,30,0.0,0,0.586876
21,2,3,3,4,1,0,35,0.0,0,0.58423084
17,2,6,3,0,1,1,15,0.0,0,0.5836822
65,2,3,1,0,1,1,16,0.0,0,0.583409
39,2,1,0,5,1,1,55,0.0,0,0.58334434
34,2,7,1,0,1,1,40,0.0,0,0.58432823
29,2,7,2,0,0,1,42,0.0,0,0.58552915
55,2,1,1,5,0,1,35,0.0,0,0.5831746
47,2,3,1,4,1,1,40,0.0,0,0.58372
42,3,3,1,0,1,1,40,0.0,0,0.58361876
31,2,3,3,0,1,1,40,0.0,0,0.5845335
30,2,7,1,5,1,0,45,0.0,0,0.58363116
44,3,7,1,5,1,1,80,0.0,0,0.5853534
50,3,6,1,0,1,1,40,0.0,0,0.5835221
49,2,1,3,4,1,1,25,0.0,0,0.58478904
53,2,7,1,3,1,1,60,1.0,0,0.58278084
43,2,6,1,0,1,1,40,0.0,0,0.58306676
48,0,4,3,2,1,0,40,0.0,0,0.58384186
32,2,0,3,3,0,0,46,0.0,0,0.5842755
48,3,3,1,0,1,1,50,0.0,0,0.58347476
19,2,7,3,5,1,1,40,0.0,0,0.58459634
43,2,3,0,5,1,0,40,1.0,0,0.58520573
23,2,0,3,5,1,1,40,0.0,0,0.5847077
56,2,3,0,0,1,1,40,0.0,0,0.583909
22,2,3,3,5,1,0,40,0.0,0,0.5846514
38,2,5,3,5,1,1,40,1.0,0,0.5870615
42,0,4,0,2,1,1,40,0.0,0,0.5843569
24,0,7,3,5,1,1,40,0.0,0,0.583409
69,2,3,1,5,1,1,36,0.0,0,0.5845994
24,2,7,1,4,0,0,35,0.0,0,0.5831799
63,2,3,1,0,1,1,48,0.0,0,0.58393526
61,3,7,1,3,1,1,35,1.0,0,0.5850502
39,2,6,0,4,0,0,40,0.0,0,0.58370376
22,2,6,1,0,1,1,48,0.0,0,0.5841701
27,2,3,3,5,1,0,40,0.0,0,0.5846698
48,2,3,3,0,1,1,40,0.0,0,0.5840763
20,2,3,3,0,1,1,30,0.0,0,0.58552456
28,2,1,3,3,1,1,65,0.0,0,0.5845441
24,2,7,3,0,1,1,40,0.0,0,0.5877869
66,3,3,4,0,1,1,20,0.0,0,0.5842576
34,2,0,3,3,1,1,50,0.0,0,0.58451974
52,1,4,1,1,1,0,40,1.0,0,0.5841511
41,2,3,1,4,1,1,40,0.0,0,0.5837502
64,1,6,0,1,1,1,40,0.0,0,0.58474785
33,2,3,0,0,1,1,45,0.0,0,0.5838613
73,3,6,1,0,1,1,99,1.0,0,0.5828777
39,2,1,1,5,1,1,50,1.0,0,0.5838264
52,2,7,1,4,1,1,40,0.0,0,0.58311844
24,2,6,3,0,1,1,39,0.0,0,0.5846882
36,2,7,0,5,1,1,45,0.0,0,0.5837887
17,2,6,3,4,1,1,20,0.0,0,0.5871356
29,2,1,1,3,1,1,40,1.0,0,0.5839242
20,2,7,3,3,0,0,14,0.0,0,0.58463323
43,3,3,3,0,1,1,35,0.0,0,0.58442074
24,0,7,3,4,1,0,40,0.0,0,0.5834302
61,2,1,1,2,1,1,40,0.0,0,0.5836425
20,1,7,3,1,1,0,10,0.0,0,0.58556396
35,2,3,0,5,1,0,40,0.0,0,0.5851506
43,0,3,0,4,0,0,40,0.0,0,0.583829
27,2,1,3,2,0,1,40,1.0,0,0.58484185
47,0,7,0,5,1,1,56,1.0,0,0.58452946
54,2,2,1,2,1,1,45,1.0,0,0.5848963
90,0,0,1,5,0,1,20,0.0,0,0.58380395
46,2,4,1,4,1,1,40,1.0,0,0.584014
40,2,1,4,5,1,0,40,0.0,0,0.58386827
30,2,6,3,0,1,1,40,0.0,0,0.5847243
48,2,3,4,5,1,0,40,0.0,0,0.5847561
30,2,4,1,5,1,1,45,1.0,0,0.58373183
31,2,3,3,4,1,1,40,0.0,0,0.58464044
22,2,3,3,5,1,1,20,0.0,0,0.5849248
40,2,3,1,0,1,1,40,0.0,0,0.5840597
47,2,7,0,5,1,1,40,0.0,0,0.5840255
49,2,1,1,2,1,0,20,1.0,0,0.58407307
18,2,3,3,4,1,1,25,0.0,0,0.58491826
42,3,1,1,0,1,1,60,1.0,0,0.5834414
45,0,3,0,5,1,0,38,1.0,0,0.58333486
53,3,1,1,2,1,1,50,0.0,0,0.583974
43,0,7,2,0,0,1,40,0.0,0,0.5876791
25,1,7,3,1,0,1,40,0.0,0,0.58384204
33,0,7,2,5,0,1,35,0.0,0,0.58453673
59,2,4,1,0,0,0,35,0.0,0,0.58313024
68,1,6,4,1,1,0,15,0.0,0,0.58560646
57,3,3,1,0,1,1,30,0.0,0,0.584109
40,2,7,0,5,1,0,40,0.0,0,0.5842669
61,2,0,1,5,1,1,42,0.0,0,0.5845645
17,2,6,3,4,0,1,20,0.0,0,0.5871356
32,1,6,3,1,0,0,40,0.0,0,0.58397985
34,2,1,1,4,0,1,30,0.0,0,0.5843374
46,0,0,0,0,0,0,60,0.0,0,0.5836205
57,2,2,1,4,1,1,40,1.0,0,0.58472204
30,2,3,3,0,1,1,50,0.0,0,0.5843897
27,2,1,3,2,1,0,40,0.0,0,0.58484185
39,2,7,0,2,1,0,45,1.0,0,0.5838052
19,1,7,3,1,1,0,35,0.0,0,0.58920175
53,0,3,4,4,1,0,30,0.0,0,0.58410674
24,2,3,3,0,1,1,40,0.0,0,0.5847174
54,2,6,1,4,0,0,30,0.0,0,0.5830986
46,2,3,1,0,1,1,40,1.0,0,0.5840574
28,0,1,3,2,1,1,50,0.0,0,0.58447
65,2,3,4,5,1,0,36,0.0,0,0.5852373
76,2,3,1,3,1,1,24,0.0,0,0.5844164
24,2,7,1,3,1,1,40,0.0,0,0.5830927
39,2,3,0,5,1,0,45,0.0,0,0.585083
49,2,3,0,5,1,0,35,0.0,0,0.58462495
46,3,0,0,5,0,0,63,0.0,0,0.58301574
55,0,7,1,5,1,0,37,0.0,0,0.5841182
21,2,7,3,0,1,0,40,0.0,0,0.5872472
29,1,3,3,1,1,1,40,0.0,0,0.584082
56,2,6,3,0,1,1,40,0.0,0,0.5844597
71,1,3,4,1,1,0,40,0.0,0,0.583253
36,2,3,3,5,0,0,40,0.0,0,0.5853028
22,2,3,3,5,0,1,40,0.0,0,0.5846514
61,2,4,1,2,1,1,40,1.0,0,0.5853209
56,2,6,3,5,1,1,40,0.0,0,0.5847063
80,1,3,1,1,1,1,8,0.0,0,0.58442074
61,2,5,1,5,1,1,20,0.0,0,0.5848144
24,2,1,3,2,0,0,35,0.0,0,0.58508027
31,2,3,3,0,1,1,40,0.0,0,0.5845335
22,2,1,3,5,1,0,40,0.0,0,0.58409375
46,2,3,1,3,1,1,40,0.0,0,0.5839302
25,3,3,1,0,1,1,30,0.0,0,0.58439064
43,2,3,1,4,1,1,60,0.0,0,0.5836842
25,2,3,2,4,0,1,40,0.0,0,0.5841382
41,2,2,1,2,1,1,50,1.0,0,0.5850878
42,3,0,0,0,0,1,35,0.0,0,0.5844047
44,0,7,1,4,1,1,40,0.0,0,0.5842748
27,2,1,3,2,1,0,36,0.0,0,0.58500934
38,2,1,3,3,1,1,45,1.0,0,0.58453125
30,2,1,3,3,1,0,30,0.0,0,0.58404267
27,2,3,0,4,1,0,40,0.0,0,0.58443195
20,2,6,3,3,1,0,55,0.0,0,0.5842439
46,2,3,0,4,1,0,30,0.0,0,0.5839472
46,2,3,1,0,1,1,44,1.0,0,0.5841482
50,0,4,0,2,1,0,65,0.0,0,0.5844568
50,2,3,3,0,1,1,40,0.0,0,0.5840187
18,1,3,3,1,1,0,60,0.0,0,0.58591664
61,2,3,1,0,1,1,40,0.0,0,0.5837876
45,0,4,1,2,1,1,40,1.0,0,0.58443564
29,2,1,3,5,0,0,40,0.0,0,0.58375674
39,2,2,3,2,1,1,45,0.0,0,0.58616793
31,2,1,1,2,1,1,35,0.0,0,0.58407325
30,2,4,1,2,1,1,38,0.0,0,0.58460116
50,3,2,1,2,1,1,40,0.0,0,0.58571666
22,2,3,3,0,1,1,40,0.0,0,0.5851351
27,2,7,1,0,1,1,48,0.0,0,0.58399516
21,2,7,3,3,1,0,25,0.0,0,0.5831011
45,3,1,3,3,1,1,45,1.0,0,0.5837674
66,2,3,2,0,0,1,40,0.0,0,0.58427477
61,3,1,1,5,1,1,50,1.0,0,0.5832537
21,2,0,3,4,1,0,36,0.0,0,0.5856276
69,0,6,1,0,1,1,25,0.0,0,0.58439356
51,2,7,0,5,1,0,40,1.0,0,0.5839378
18,2,3,3,5,1,0,40,0.0,0,0.58535063
20,2,7,3,4,0,1,30,0.0,0,0.5831864
38,2,1,1,5,1,1,45,1.0,0,0.58366066
28,2,3,3,4,1,1,20,0.0,0,0.58408046
51,2,3,1,0,1,1,40,1.0,0,0.58402467
34,2,3,1,3,1,1,50,0.0,0,0.58359987
51,2,2,1,5,1,1,84,1.0,0,0.58408207
41,3,6,1,3,1,0,70,0.0,0,0.5834816
35,2,6,1,3,1,1,65,0.0,0,0.58313906
33,2,6,0,0,0,0,40,0.0,0,0.5842081
25,2,7,3,5,1,1,30,0.0,0,0.5850808
28,2,1,3,5,1,0,30,0.0,0,0.58378446
28,2,6,0,4,1,0,40,0.0,0,0.5838937
37,2,6,1,3,0,0,33,0.0,0,0.58430445
50,2,3,1,5,1,1,50,1.0,0,0.5845455
25,2,6,1,4,1,0,40,0.0,0,0.58372015
44,0,7,0,5,1,1,50,0.0,0,0.584382
32,2,1,3,5,1,0,48,0.0,0,0.58406043
34,2,5,3,4,0,1,40,1.0,0,0.58764666
41,2,1,1,2,0,0,35,1.0,0,0.5840571
38,2,3,0,0,1,1,40,0.0,0,0.5837688
35,2,3,0,4,1,0,30,0.0,0,0.5840469
30,3,3,1,0,1,1,60,0.0,0,0.5835321
27,2,0,3,4,0,0,35,0.0,0,0.58525383
22,1,7,3,1,0,1,40,0.0,0,0.5846183
42,0,2,1,5,1,1,43,1.0,0,0.5852724
49,0,3,0,5,1,0,10,0.0,0,0.5835481
36,2,6,1,0,1,1,40,0.0,0,0.58334726
23,2,7,2,0,1,1,40,0.0,0,0.58495396
34,2,7,1,0,1,1,40,0.0,0,0.58432823
35,2,4,1,5,0,1,65,1.0,0,0.583753
44,0,0,1,2,1,1,48,0.0,0,0.58378893
34,3,3,1,0,1,1,50,0.0,0,0.58345526
32,2,3,2,5,1,0,40,0.0,0,0.5848117
51,2,3,0,3,1,1,45,0.0,0,0.5840173
34,2,0,2,4,1,0,40,0.0,0,0.58513695
38,0,3,0,4,1,0,20,0.0,0,0.58404505
25,2,3,3,0,1,1,28,0.0,0,0.5850427
23,1,7,3,1,1,1,40,0.0,0,0.5841708
33,0,1,3,5,1,0,40,0.0,0,0.58394223
32,2,6,0,4,1,0,40,0.0,0,0.5838271
26,2,1,3,2,1,1,38,0.0,0,0.58502024
45,3,1,1,0,1,1,60,1.0,0,0.5834061
33,0,6,1,4,1,1,40,0.0,0,0.5838393
40,2,1,2,3,1,1,40,0.0,0,0.583724
39,2,7,0,4,1,0,20,0.0,0,0.58395827
50,2,3,0,0,0,0,40,0.0,0,0.58390063
53,0,1,0,2,1,0,57,0.0,0,0.5842202
45,2,3,1,0,1,1,45,1.0,0,0.5841643
58,2,1,0,0,1,0,20,0.0,0,0.58572835
58,2,3,1,3,1,1,40,0.0,0,0.5839021
18,2,6,3,4,0,1,20,0.0,0,0.58519906
31,2,3,3,4,1,0,40,0.0,0,0.58464044
42,2,2,3,2,1,1,36,1.0,0,0.58364767
49,2,3,0,5,1,1,40,0.0,0,0.58503586
32,2,3,3,0,1,1,40,0.0,0,0.58451307
35,2,7,0,4,0,0,40,0.0,0,0.5835271
41,2,6,1,0,1,1,40,0.0,0,0.5831378
37,3,7,1,5,1,1,60,1.0,0,0.58546793
68,2,7,4,4,1,0,20,0.0,0,0.5837758
29,3,7,1,0,1,1,55,0.0,0,0.58323187
19,2,3,3,0,1,1,40,0.0,0,0.5852975
41,0,1,3,4,0,1,40,0.0,0,0.5843453
29,2,0,0,3,1,0,40,0.0,0,0.58460385
27,2,1,1,4,1,1,40,0.0,0,0.58425206
32,2,7,1,5,1,1,40,0.0,0,0.58390677
18,2,3,3,0,1,0,20,0.0,0,0.5855913
60,2,3,4,0,1,0,40,0.0,0,0.58456314
39,2,5,1,2,0,1,67,1.0,0,0.5882227
21,2,6,3,4,1,0,35,0.0,0,0.5848203
51,2,3,1,0,1,1,60,0.0,0,0.5842554
30,2,3,1,5,1,1,40,0.0,0,0.58492213
53,2,3,3,0,0,0,40,0.0,0,0.5839715
37,2,3,0,4,0,0,30,0.0,0,0.5840287
43,2,7,0,4,1,0,50,0.0,0,0.5830966
28,2,6,3,0,1,1,35,0.0,0,0.5845205
59,0,6,1,0,1,1,40,0.0,0,0.58406967
29,2,0,0,4,1,0,45,0.0,0,0.5840557
76,1,6,4,1,1,0,40,0.0,0,0.58350146
34,2,1,1,2,1,1,60,1.0,0,0.5835203
30,2,6,1,0,1,1,40,0.0,0,0.58370703
47,2,3,0,2,0,0,40,0.0,0,0.58392626
48,2,1,1,0,1,1,55,0.0,0,0.5839209
50,3,1,1,0,1,1,50,0.0,0,0.5835222
75,3,3,0,3,1,1,15,0.0,0,0.58413404
21,2,3,3,3,1,0,40,0.0,0,0.5851101
61,3,6,1,0,1,1,30,0.0,0,0.5836502
35,2,3,1,4,1,0,40,1.0,0,0.5837423
33,2,3,1,0,1,1,40,0.0,0,0.5840381
27,2,0,1,0,1,1,45,1.0,0,0.58326715
36,3,3,1,0,1,1,60,1.0,0,0.58346856
19,2,6,0,3,1,0,20,0.0,0,0.584744
18,2,6,3,3,1,0,20,0.0,0,0.58541924
50,2,1,3,3,1,0,32,0.0,0,0.58420736
43,2,1,1,3,1,1,55,0.0,0,0.5845288
54,2,1,1,5,1,1,40,1.0,0,0.5832452
34,0,7,0,5,1,0,35,0.0,0,0.5837692
54,2,7,0,4,1,0,47,0.0,0,0.58315915
49,2,3,3,5,1,0,44,0.0,0,0.5849891
47,2,2,1,2,1,1,40,1.0,0,0.5853627
25,2,7,3,5,1,1,40,0.0,0,0.58456904
50,0,3,1,5,1,1,42,1.0,0,0.5838283
28,2,1,1,5,1,0,50,1.0,0,0.5836663
31,2,3,1,0,1,1,40,0.0,0,0.5840226
54,2,7,0,0,1,1,40,0.0,0,0.58424836
39,2,7,1,5,1,1,40,1.0,0,0.5837329
57,3,1,1,5,1,1,20,0.0,0,0.5832969
26,2,7,3,0,1,1,40,0.0,0,0.5877716
30,2,3,3,5,1,1,60,0.0,0,0.58436763
57,2,3,1,3,1,1,40,0.0,0,0.58390665
39,2,5,1,0,1,1,40,1.0,0,0.5859658
33,2,3,0,4,1,0,40,0.0,0,0.58434254
22,2,3,1,0,1,1,40,0.0,0,0.58384174
61,2,6,4,0,1,0,40,0.0,0,0.5853191
35,2,1,3,5,1,1,40,0.0,0,0.5837844
46,3,7,1,3,1,1,60,1.0,0,0.58435667
20,2,3,1,3,0,1,32,0.0,0,0.5842362
23,2,3,3,3,1,1,40,0.0,0,0.58505195
46,0,7,1,4,1,1,70,1.0,0,0.5852241
54,3,1,1,3,1,1,70,1.0,0,0.5837213
29,2,3,3,4,1,1,30,0.0,0,0.5842238
36,0,7,1,4,1,1,42,1.0,0,0.58436066
17,2,6,3,4,1,1,40,0.0,0,0.5875652
46,2,3,4,5,1,0,43,0.0,0,0.58490866
46,2,1,0,2,1,1,45,1.0,0,0.5840607
34,2,3,3,0,1,1,40,0.0,0,0.5844844
29,2,1,3,2,1,1,50,0.0,0,0.5844303
59,1,1,1,1,1,1,40,0.0,0,0.5837543
30,2,7,0,0,1,1,30,0.0,0,0.58385754
57,0,3,2,5,0,0,35,0.0,0,0.58385897
28,0,3,1,4,1,1,40,0.0,0,0.58361554
35,3,4,1,2,0,1,40,1.0,0,0.58384967
37,2,3,0,0,1,1,40,0.0,0,0.5837616
38,1,3,1,1,1,0,35,0.0,0,0.5841816
57,2,3,1,0,0,1,40,1.0,0,0.5838976
20,2,3,3,5,1,0,40,0.0,0,0.5848661
23,2,3,3,0,1,1,40,0.0,0,0.5849434
23,2,7,3,2,1,1,45,0.0,0,0.5841169
59,3,7,1,3,1,0,80,1.0,0,0.5838594
28,2,3,3,4,0,0,40,0.0,0,0.5846375
38,2,1,1,0,1,1,45,0.0,0,0.5838637
63,2,3,0,4,1,0,40,0.0,0,0.58396065
25,2,1,3,5,0,1,50,0.0,0,0.58409804
41,2,6,1,0,0,1,40,0.0,0,0.5831378
52,2,1,1,2,1,1,40,1.0,0,0.58378917
40,2,3,0,0,1,1,45,0.0,0,0.583928
31,2,3,2,0,0,1,40,0.0,0,0.5842949
28,2,7,1,0,1,1,40,1.0,0,0.5842544
39,0,7,1,5,1,1,40,0.0,0,0.58439195
48,3,7,1,0,0,1,40,1.0,0,0.58289635
29,2,7,1,5,1,0,40,1.0,0,0.58397627
30,2,7,1,3,1,0,40,0.0,0,0.58299893
34,2,3,0,5,1,0,40,0.0,0,0.5851426
55,3,4,1,5,1,1,60,0.0,0,0.58400506
