c_charge_degree,age_cat,race,gender,score_text,priors_count,two_year_recid
M,Greater than 45,Non caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,Medium,7,1
M,25 - 45,Non caucasian,Male,Low,1,0
F,Less than 25,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Male,High,10,1
F,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,2,0
F,25 - 45,Non caucasian,Male,High,8,1
F,25 - 45,Non caucasian,Male,Low,1,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,1,0
F,Less than 25,Caucasian,Male,Medium,0,1
F,25 - 45,Non caucasian,Male,Low,1,0
M,Less than 25,Non caucasian,Female,Medium,6,0
F,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Low,0,0
F,Less than 25,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Male,Low,1,0
M,Greater than 45,Caucasian,Male,Medium,9,0
M,25 - 45,Non caucasian,Male,Medium,2,0
F,25 - 45,Non caucasian,Male,Medium,0,1
M,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,Caucasian,Male,Low,1,1
M,25 - 45,Non caucasian,Male,Medium,3,0
M,25 - 45,Non caucasian,Male,Low,4,1
M,Greater than 45,Caucasian,Male,Low,3,1
F,25 - 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Medium,8,1
M,25 - 45,Non caucasian,Male,Medium,5,0
F,25 - 45,Non caucasian,Male,High,9,0
F,Greater than 45,Non caucasian,Male,High,5,1
F,25 - 45,Caucasian,Female,Low,0,0
M,Greater than 45,Non caucasian,Male,Low,5,0
F,Greater than 45,Caucasian,Male,Low,0,1
F,Greater than 45,Caucasian,Male,Low,2,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Low,4,1
F,25 - 45,Non caucasian,Female,Low,0,0
F,Less than 25,Non caucasian,Male,High,2,1
F,Less than 25,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,High,21,1
M,Less than 25,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,High,8,1
F,Less than 25,Non caucasian,Male,Medium,1,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,1,1
M,Greater than 45,Caucasian,Male,Low,1,1
M,Greater than 45,Caucasian,Male,Low,0,1
F,Greater than 45,Non caucasian,Male,High,2,0
F,25 - 45,Non caucasian,Female,High,11,1
M,25 - 45,Non caucasian,Male,Medium,4,0
F,25 - 45,Non caucasian,Male,High,14,1
F,25 - 45,Non caucasian,Male,Medium,2,0
F,Greater than 45,Non caucasian,Male,Low,5,1
F,25 - 45,Non caucasian,Male,High,0,1
F,25 - 45,Caucasian,Male,High,7,1
F,25 - 45,Non caucasian,Male,Low,8,0
F,25 - 45,Non caucasian,Male,Medium,5,0
M,25 - 45,Non caucasian,Female,Low,1,0
F,25 - 45,Caucasian,Male,Low,4,0
M,25 - 45,Non caucasian,Female,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,1,0
F,25 - 45,Caucasian,Male,Low,1,1
F,Greater than 45,Non caucasian,Male,Low,1,0
M,25 - 45,Caucasian,Male,Low,0,1
M,25 - 45,Non caucasian,Female,Low,4,0
F,25 - 45,Non caucasian,Male,Low,4,0
M,Greater than 45,Non caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Male,Low,2,0
F,Greater than 45,Non caucasian,Male,Low,5,0
F,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,4,1
M,25 - 45,Non caucasian,Male,Medium,0,0
M,25 - 45,Caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Female,Low,1,0
M,25 - 45,Non caucasian,Male,High,13,1
F,25 - 45,Non caucasian,Male,Medium,9,0
F,25 - 45,Caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,1,0
F,25 - 45,Non caucasian,Male,Low,3,0
M,Greater than 45,Non caucasian,Female,Low,7,0
F,Less than 25,Non caucasian,Male,Medium,0,0
F,25 - 45,Non caucasian,Male,High,16,1
F,25 - 45,Non caucasian,Male,Medium,2,1
M,Less than 25,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,1,0
F,Less than 25,Caucasian,Female,Medium,1,0
M,25 - 45,Non caucasian,Male,High,13,1
F,Greater than 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,2,0
M,25 - 45,Non caucasian,Female,Low,0,0
M,Greater than 45,Caucasian,Male,Low,0,0
M,Less than 25,Caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,High,0,0
F,25 - 45,Non caucasian,Male,Low,2,1
F,25 - 45,Non caucasian,Male,High,2,1
F,Less than 25,Non caucasian,Male,High,1,1
F,Less than 25,Non caucasian,Male,Medium,3,1
M,25 - 45,Non caucasian,Male,Low,2,0
F,Less than 25,Non caucasian,Male,Low,0,1
M,Greater than 45,Caucasian,Male,Low,2,0
F,Greater than 45,Non caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Medium,8,1
F,25 - 45,Non caucasian,Male,Low,5,1
M,Less than 25,Non caucasian,Male,Low,1,1
M,25 - 45,Caucasian,Female,Low,0,0
M,Greater than 45,Caucasian,Male,High,2,0
F,25 - 45,Non caucasian,Male,Medium,11,1
F,25 - 45,Non caucasian,Male,Medium,0,0
F,25 - 45,Non caucasian,Male,Medium,7,1
F,25 - 45,Non caucasian,Male,Low,0,1
F,25 - 45,Caucasian,Female,High,7,0
F,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,3,0
F,25 - 45,Non caucasian,Male,Low,4,1
F,Greater than 45,Caucasian,Male,Low,4,0
F,Less than 25,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,High,1,0
F,25 - 45,Caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,1,1
F,25 - 45,Non caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Medium,7,1
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,13,1
F,25 - 45,Caucasian,Male,Medium,2,1
F,Less than 25,Caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,High,4,1
M,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Female,High,0,1
F,Less than 25,Non caucasian,Male,Medium,0,1
M,Greater than 45,Caucasian,Male,Low,1,1
F,25 - 45,Non caucasian,Male,Medium,4,0
F,Less than 25,Caucasian,Male,High,5,1
F,Less than 25,Caucasian,Male,Medium,0,1
F,25 - 45,Non caucasian,Male,Medium,2,0
F,25 - 45,Non caucasian,Male,Low,1,1
F,Greater than 45,Non caucasian,Male,Low,2,0
F,Less than 25,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,4,0
M,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Female,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,0,0
F,25 - 45,Non caucasian,Male,Low,1,1
F,Less than 25,Caucasian,Female,High,0,0
M,Greater than 45,Caucasian,Male,Low,2,0
F,25 - 45,Non caucasian,Male,Medium,9,0
M,Greater than 45,Non caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Female,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,3,0
F,25 - 45,Non caucasian,Male,Medium,0,1
M,25 - 45,Non caucasian,Female,Low,3,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,High,9,1
F,Less than 25,Non caucasian,Male,High,0,1
F,25 - 45,Non caucasian,Male,High,4,0
F,25 - 45,Caucasian,Male,Medium,1,1
F,25 - 45,Caucasian,Male,Medium,2,0
F,Greater than 45,Non caucasian,Female,Low,4,0
F,Greater than 45,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,High,12,1
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Female,Medium,5,0
F,Less than 25,Non caucasian,Male,Medium,2,0
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Medium,1,0
F,Greater than 45,Caucasian,Male,Low,11,1
F,Greater than 45,Caucasian,Male,Low,2,0
M,Greater than 45,Non caucasian,Male,Low,4,0
F,Greater than 45,Non caucasian,Female,High,15,1
F,Greater than 45,Non caucasian,Male,Medium,21,1
F,Greater than 45,Caucasian,Female,Low,1,0
F,Greater than 45,Caucasian,Female,Low,0,0
M,25 - 45,Non caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Medium,5,1
F,Less than 25,Non caucasian,Male,High,1,1
F,25 - 45,Non caucasian,Male,High,26,1
F,Less than 25,Non caucasian,Male,High,1,1
F,Less than 25,Non caucasian,Male,Medium,0,0
F,25 - 45,Non caucasian,Male,High,4,1
F,25 - 45,Non caucasian,Female,Medium,3,1
F,25 - 45,Caucasian,Male,Low,3,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,High,11,1
F,Greater than 45,Non caucasian,Male,Medium,5,1
M,25 - 45,Non caucasian,Male,Low,4,1
F,25 - 45,Non caucasian,Male,Low,18,1
F,25 - 45,Non caucasian,Male,Medium,15,0
F,25 - 45,Non caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Male,Low,8,1
F,25 - 45,Non caucasian,Male,Low,3,0
F,25 - 45,Caucasian,Female,Low,0,0
M,Less than 25,Non caucasian,Female,Medium,0,1
M,25 - 45,Non caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Medium,6,0
F,25 - 45,Non caucasian,Male,Low,3,1
M,25 - 45,Non caucasian,Female,Low,0,0
F,25 - 45,Caucasian,Female,Medium,2,1
F,25 - 45,Non caucasian,Male,Low,3,0
M,25 - 45,Caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Medium,5,1
M,25 - 45,Non caucasian,Male,Low,1,0
M,Greater than 45,Caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,2,0
M,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,High,4,1
F,Greater than 45,Caucasian,Male,Medium,9,0
F,25 - 45,Caucasian,Female,Low,0,0
F,Less than 25,Caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Low,0,1
M,25 - 45,Non caucasian,Male,High,4,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,High,4,0
M,25 - 45,Caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,High,3,1
F,Greater than 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,3,1
M,25 - 45,Non caucasian,Female,Low,0,1
F,25 - 45,Non caucasian,Male,High,14,1
M,Less than 25,Non caucasian,Male,Medium,0,0
F,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Male,Medium,37,1
F,Less than 25,Non caucasian,Male,Medium,2,0
M,25 - 45,Non caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,Medium,2,1
F,25 - 45,Caucasian,Female,Low,2,0
F,25 - 45,Non caucasian,Female,Low,7,1
M,25 - 45,Non caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Female,Low,3,1
F,25 - 45,Non caucasian,Male,Low,1,1
F,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,High,15,1
F,Greater than 45,Non caucasian,Male,Medium,6,1
F,Less than 25,Non caucasian,Male,High,17,1
F,25 - 45,Non caucasian,Male,Low,0,1
F,Less than 25,Non caucasian,Male,High,1,1
F,25 - 45,Non caucasian,Female,Low,1,1
F,Less than 25,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Medium,9,1
F,25 - 45,Non caucasian,Female,Low,0,0
F,Greater than 45,Non caucasian,Female,Low,1,0
M,25 - 45,Non caucasian,Male,Low,1,1
F,Greater than 45,Non caucasian,Male,Medium,10,1
F,Less than 25,Caucasian,Male,High,1,0
F,25 - 45,Caucasian,Male,Medium,6,1
M,Greater than 45,Non caucasian,Male,Low,1,1
M,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Non caucasian,Female,High,9,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,10,1
F,Less than 25,Caucasian,Male,High,3,1
F,25 - 45,Non caucasian,Male,Low,0,1
M,Greater than 45,Non caucasian,Male,Medium,0,0
F,Less than 25,Non caucasian,Male,High,3,1
F,25 - 45,Non caucasian,Male,High,13,0
M,Greater than 45,Non caucasian,Male,Low,3,1
F,25 - 45,Non caucasian,Male,Low,5,1
F,Greater than 45,Non caucasian,Male,Low,2,0
M,Less than 25,Caucasian,Male,High,0,1
M,Greater than 45,Caucasian,Male,Low,1,0
F,Less than 25,Caucasian,Female,Low,0,1
M,Less than 25,Non caucasian,Male,Medium,0,0
F,Greater than 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Female,Low,0,0
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,Medium,2,1
F,25 - 45,Caucasian,Male,Low,3,0
M,25 - 45,Non caucasian,Male,Low,3,1
F,25 - 45,Non caucasian,Male,Medium,7,1
F,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Medium,0,1
F,25 - 45,Caucasian,Female,Low,2,0
F,Less than 25,Non caucasian,Male,High,6,1
F,25 - 45,Non caucasian,Male,High,21,1
M,25 - 45,Caucasian,Female,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,0,1
M,25 - 45,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,High,25,1
F,Less than 25,Caucasian,Female,Medium,0,0
M,25 - 45,Caucasian,Male,Medium,0,1
F,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Medium,0,1
F,25 - 45,Caucasian,Male,Low,0,1
M,25 - 45,Caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Female,Medium,12,1
F,25 - 45,Non caucasian,Male,Low,3,0
F,Greater than 45,Non caucasian,Male,Low,15,1
F,25 - 45,Non caucasian,Male,Low,9,1
F,25 - 45,Non caucasian,Female,Low,1,0
M,Less than 25,Non caucasian,Male,High,1,0
F,Greater than 45,Non caucasian,Male,Low,1,0
M,25 - 45,Caucasian,Male,Low,1,0
F,Less than 25,Non caucasian,Male,Medium,3,1
M,25 - 45,Caucasian,Male,Low,1,1
F,25 - 45,Caucasian,Male,Low,1,0
F,Less than 25,Caucasian,Male,Medium,1,1
F,Greater than 45,Non caucasian,Male,Low,2,0
F,Less than 25,Non caucasian,Male,Low,1,1
F,25 - 45,Caucasian,Male,Medium,5,0
M,25 - 45,Non caucasian,Male,High,6,1
M,Greater than 45,Non caucasian,Male,Low,1,0
M,25 - 45,Non caucasian,Female,Low,2,1
M,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Medium,22,1
F,25 - 45,Non caucasian,Male,Low,4,1
F,25 - 45,Caucasian,Male,Low,2,0
F,Less than 25,Non caucasian,Female,High,1,0
M,25 - 45,Non caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,3,0
F,25 - 45,Non caucasian,Male,Low,2,0
F,25 - 45,Non caucasian,Male,Low,7,1
F,25 - 45,Non caucasian,Female,High,14,1
M,25 - 45,Caucasian,Male,Medium,2,0
F,Less than 25,Non caucasian,Male,High,6,1
F,25 - 45,Non caucasian,Male,Low,1,1
M,25 - 45,Non caucasian,Male,Low,2,0
F,Greater than 45,Non caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Female,Medium,0,0
F,Less than 25,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,5,1
M,25 - 45,Caucasian,Male,Low,4,0
F,25 - 45,Non caucasian,Male,Low,1,1
F,Greater than 45,Non caucasian,Male,Low,1,1
F,Less than 25,Non caucasian,Male,High,1,1
F,Greater than 45,Caucasian,Male,Low,1,0
F,Less than 25,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Female,Low,2,0
F,25 - 45,Caucasian,Male,High,8,1
F,25 - 45,Caucasian,Male,Low,2,0
F,25 - 45,Caucasian,Male,Low,0,1
F,Less than 25,Non caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Medium,3,0
F,Less than 25,Caucasian,Male,Low,0,0
F,Less than 25,Caucasian,Male,Medium,0,1
F,25 - 45,Caucasian,Female,Low,4,1
F,Less than 25,Non caucasian,Male,Low,1,1
F,Less than 25,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Low,3,0
F,25 - 45,Non caucasian,Male,Medium,7,1
F,Less than 25,Non caucasian,Male,Medium,1,1
M,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,3,0
F,25 - 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Medium,17,1
F,25 - 45,Non caucasian,Male,Medium,8,1
F,Less than 25,Caucasian,Male,High,1,0
M,25 - 45,Caucasian,Male,Low,0,1
M,25 - 45,Caucasian,Male,High,1,1
F,25 - 45,Non caucasian,Male,Low,1,0
F,Less than 25,Non caucasian,Male,Low,2,1
F,Greater than 45,Caucasian,Male,Low,4,0
F,25 - 45,Non caucasian,Male,Low,4,0
M,25 - 45,Non caucasian,Female,Low,0,1
M,25 - 45,Caucasian,Male,Medium,0,0
M,Greater than 45,Caucasian,Male,Low,1,1
F,25 - 45,Non caucasian,Male,Low,2,0
F,Greater than 45,Caucasian,Male,Low,1,0
M,Greater than 45,Non caucasian,Male,Low,1,1
F,Greater than 45,Caucasian,Male,Low,0,0
M,Less than 25,Caucasian,Male,Medium,3,1
F,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Low,1,0
M,25 - 45,Non caucasian,Female,Medium,10,1
M,25 - 45,Non caucasian,Male,High,10,1
F,25 - 45,Non caucasian,Male,Medium,6,1
F,25 - 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Medium,10,0
F,25 - 45,Non caucasian,Male,High,1,1
F,Greater than 45,Non caucasian,Male,Medium,10,1
M,25 - 45,Non caucasian,Male,Low,4,0
F,25 - 45,Caucasian,Male,High,10,1
M,Greater than 45,Caucasian,Female,Low,0,0
M,25 - 45,Non caucasian,Male,High,3,0
F,Less than 25,Non caucasian,Male,Medium,1,1
F,Greater than 45,Caucasian,Male,Medium,0,0
M,25 - 45,Caucasian,Male,Medium,16,0
F,Less than 25,Non caucasian,Male,Medium,4,1
F,Less than 25,Non caucasian,Male,Medium,0,1
F,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Female,Medium,7,0
M,25 - 45,Non caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Medium,0,0
F,25 - 45,Non caucasian,Male,Low,3,1
F,Less than 25,Non caucasian,Male,Medium,1,1
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Medium,11,1
F,Less than 25,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Medium,10,1
F,25 - 45,Non caucasian,Male,High,4,1
F,25 - 45,Non caucasian,Male,Low,1,1
F,25 - 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Low,1,0
M,Less than 25,Non caucasian,Male,High,0,0
M,25 - 45,Non caucasian,Female,Low,0,0
M,Greater than 45,Non caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Low,2,0
F,Greater than 45,Non caucasian,Male,Medium,16,1
F,25 - 45,Non caucasian,Male,Medium,4,0
F,25 - 45,Non caucasian,Male,Medium,8,0
M,25 - 45,Non caucasian,Female,Low,0,0
M,25 - 45,Non caucasian,Male,Medium,1,0
M,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,9,1
F,Greater than 45,Non caucasian,Male,Medium,1,0
F,25 - 45,Caucasian,Male,Low,1,0
M,Greater than 45,Caucasian,Female,Low,0,1
F,Greater than 45,Non caucasian,Female,High,8,0
F,25 - 45,Non caucasian,Male,Medium,5,1
F,Greater than 45,Non caucasian,Male,Low,13,1
M,Less than 25,Non caucasian,Male,High,0,1
F,25 - 45,Non caucasian,Male,Low,8,1
M,Less than 25,Non caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,High,1,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,1,0
F,Less than 25,Non caucasian,Male,Low,1,1
F,Greater than 45,Caucasian,Male,High,5,1
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Female,Low,1,0
F,25 - 45,Non caucasian,Female,Low,0,0
F,Less than 25,Non caucasian,Male,Medium,1,1
F,25 - 45,Caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,Medium,1,1
M,Greater than 45,Caucasian,Male,Low,1,0
F,Less than 25,Non caucasian,Male,High,2,0
F,Greater than 45,Caucasian,Male,High,33,1
F,Greater than 45,Caucasian,Female,Low,1,0
M,Less than 25,Non caucasian,Male,Medium,1,1
F,Less than 25,Non caucasian,Male,High,4,1
F,25 - 45,Non caucasian,Female,Low,0,0
M,Greater than 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,0,0
F,Less than 25,Non caucasian,Male,Low,0,1
M,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,4,0
F,25 - 45,Caucasian,Female,Low,0,0
F,25 - 45,Caucasian,Male,High,14,0
M,Greater than 45,Caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Medium,15,0
F,Less than 25,Non caucasian,Male,Low,1,0
M,Greater than 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Medium,2,1
M,25 - 45,Caucasian,Male,Medium,1,0
F,25 - 45,Non caucasian,Male,High,1,1
M,25 - 45,Non caucasian,Male,High,18,1
F,Less than 25,Non caucasian,Male,Medium,1,1
F,25 - 45,Caucasian,Male,Low,1,1
M,Greater than 45,Non caucasian,Male,Low,3,0
F,25 - 45,Non caucasian,Female,High,14,0
F,25 - 45,Non caucasian,Male,Medium,7,1
F,25 - 45,Non caucasian,Male,High,20,1
F,25 - 45,Caucasian,Male,High,0,1
M,Less than 25,Caucasian,Male,Low,0,1
M,25 - 45,Non caucasian,Female,Low,1,0
M,Greater than 45,Caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,High,5,1
F,Less than 25,Caucasian,Male,Medium,3,1
M,Less than 25,Non caucasian,Male,Medium,0,0
M,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Female,Low,0,0
M,25 - 45,Caucasian,Male,Low,1,1
M,25 - 45,Non caucasian,Male,Medium,1,0
M,Less than 25,Caucasian,Male,Low,2,0
F,25 - 45,Non caucasian,Male,High,16,1
F,25 - 45,Caucasian,Male,Low,0,0
M,Less than 25,Caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Medium,1,1
F,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,1,1
F,Greater than 45,Non caucasian,Male,Medium,0,1
F,25 - 45,Non caucasian,Male,Medium,7,0
M,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Medium,8,1
M,Greater than 45,Caucasian,Male,Low,0,0
M,Greater than 45,Non caucasian,Male,Low,0,1
M,25 - 45,Non caucasian,Male,Low,1,0
F,25 - 45,Caucasian,Male,Low,0,1
M,25 - 45,Caucasian,Female,Medium,1,1
M,25 - 45,Caucasian,Male,Low,9,1
F,Greater than 45,Non caucasian,Male,Low,2,1
F,25 - 45,Non caucasian,Male,Medium,1,1
F,25 - 45,Non caucasian,Male,Low,2,0
M,Less than 25,Non caucasian,Male,High,5,1
M,Less than 25,Non caucasian,Female,High,4,1
M,Less than 25,Non caucasian,Male,Low,1,0
M,25 - 45,Non caucasian,Male,Low,3,0
F,Greater than 45,Non caucasian,Female,Low,2,0
M,25 - 45,Non caucasian,Male,Medium,2,1
M,25 - 45,Non caucasian,Female,Low,0,0
F,Less than 25,Caucasian,Male,High,0,1
M,Greater than 45,Caucasian,Female,Low,0,0
F,Greater than 45,Caucasian,Male,Low,0,0
M,Greater than 45,Non caucasian,Male,Low,1,0
M,Greater than 45,Non caucasian,Male,Low,3,1
F,25 - 45,Non caucasian,Male,High,5,0
F,Greater than 45,Caucasian,Male,Low,1,0
F,25 - 45,Non caucasian,Male,Low,2,0
M,Greater than 45,Non caucasian,Female,Low,2,1
F,Less than 25,Non caucasian,Male,Medium,2,1
F,25 - 45,Non caucasian,Male,High,5,1
M,25 - 45,Non caucasian,Male,Medium,4,0
F,Less than 25,Non caucasian,Male,Low,1,1
F,25 - 45,Non caucasian,Female,Low,7,0
F,25 - 45,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Female,Medium,3,1
F,25 - 45,Non caucasian,Male,Low,2,1
M,Greater than 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Low,0,0
M,25 - 45,Caucasian,Male,Low,0,0
M,Greater than 45,Caucasian,Male,Low,0,0
M,Less than 25,Non caucasian,Male,High,0,0
M,Greater than 45,Non caucasian,Male,Medium,22,0
M,25 - 45,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,High,9,1
F,Less than 25,Caucasian,Male,Low,1,0
M,25 - 45,Caucasian,Male,Low,0,0
F,Greater than 45,Non caucasian,Male,Medium,0,1
F,25 - 45,Non caucasian,Male,Medium,10,1
F,Less than 25,Caucasian,Male,Low,0,0
F,Greater than 45,Caucasian,Female,Low,0,1
M,Greater than 45,Caucasian,Male,Low,2,1
F,25 - 45,Non caucasian,Male,Low,11,0
F,Less than 25,Non caucasian,Female,High,0,1
M,Less than 25,Non caucasian,Male,Medium,6,1
F,25 - 45,Caucasian,Male,Low,0,1
F,25 - 45,Non caucasian,Male,High,11,1
M,25 - 45,Caucasian,Male,Low,5,0
M,Greater than 45,Non caucasian,Female,Low,0,0
F,25 - 45,Non caucasian,Male,High,13,1
F,Greater than 45,Non caucasian,Male,Low,0,0
F,25 - 45,Caucasian,Male,High,13,1
M,25 - 45,Non caucasian,Male,Medium,5,1
F,Greater than 45,Non caucasian,Male,Medium,8,0
F,Less than 25,Non caucasian,Male,Low,0,0
F,25 - 45,Non caucasian,Male,Low,8,1
F,Greater than 45,Non caucasian,Male,Medium,3,1
M,25 - 45,Non caucasian,Male,Medium,0,0
F,25 - 45,Non caucasian,Female,Medium,13,0
